"coords.1.X","coords.1.Y","coords.2.X","coords.2.Y","coords.3.X","coords.3.Y","coords.4.X","coords.4.Y","coords.5.X","coords.5.Y","coords.6.X","coords.6.Y","coords.7.X","coords.7.Y","coords.8.X","coords.8.Y","coords.9.X","coords.9.Y","Csize"
0.407059303299386,0.0354168663733775,0.377125714119435,0.0352934505323932,0.0601178662636978,-0.186103919986776,0.027621901053101,0.200513143245474,0.142989486755556,-0.177889606194713,0.120233097537445,0.202034065488617,-0.212923128007988,-0.0235739835733044,-0.466486608364716,-0.211488904468664,-0.455737632655912,0.125798888583595,719.044118566062
0.430107126903452,0.028282204554704,0.393219099123779,0.022288161987725,0.0892338209085964,-0.18162604357028,0.0610343060568271,0.201919881777253,0.059635063452084,-0.182802992975361,0.0320351971831424,0.205857348038152,-0.170323921588938,-0.00845843039668748,-0.426656296911767,-0.219012022595067,-0.468284395127174,0.133551893179563,617.258814796876
0.449430533776611,0.0338903723173096,0.425135188308558,0.033254061572256,0.0814145759025699,-0.19770638406481,0.0386703986751699,0.202733561426367,0.0102394393013248,-0.193844713747108,-0.00618975153502514,0.203777765754057,-0.130700263218743,-0.00299742987923929,-0.419424237454781,-0.209712670303273,-0.448575883755692,0.13060543692444,540.871313509764
0.464913115833114,0.0308800138766265,0.39377693562694,0.0117047351577034,0.115820701956593,-0.176053548476587,0.0631669103573959,0.176145331523049,-0.002218720058133,-0.171320777528286,-0.0232181866277034,0.212177239733256,-0.0884658688959637,-0.000705950406525639,-0.433437211345167,-0.191865378963452,-0.490337676847066,0.109038335084219,254.574154226229
0.438256437036782,0.033107855619665,0.383559445950596,0.0321645350378631,0.121204431794103,-0.201268283668799,0.0858074094909211,0.217603619234902,-0.0155092559225025,-0.239717870388598,-0.0464813420431088,0.225904044873189,-0.0985073829720453,0.00355643273527781,-0.407937919827129,-0.215055723290817,-0.460391823507624,0.143705389847318,386.941856097269
0.426866055182719,0.0215617701137577,0.358222522128927,0.000897046452756286,0.124418560201509,-0.168503615917783,0.0743359473706217,0.200793144345957,0.071060551827681,-0.191638747686492,-0.0249608031987763,0.225759549199202,-0.0979810827587048,-0.01655848360434,-0.453670965342533,-0.216979129059225,-0.478290785411441,0.144668466156169,393.736234327274
0.424515081128073,0.0387465732594477,0.373191414206309,0.0291875416994783,0.095511380367393,-0.190692002017237,0.0727739966424809,0.206892150532963,0.0352768648871456,-0.204565906296765,0.0148018621837277,0.209373390508238,-0.0956053800506848,-0.00590245343914643,-0.444491279775053,-0.218694841149398,-0.475973939589396,0.135655546902419,363.810084766459
0.409772392986637,0.0339410671405376,0.355766099714777,0.0247774762467335,0.120702058548003,-0.165983591655559,0.0921915073872737,0.189167516394743,0.0753382699813545,-0.194794529953958,0.0223498030038205,0.195832575702973,-0.100686798561136,0.00025869023687639,-0.481650158376433,-0.202025893184054,-0.493783174684298,0.118826689071706,384.440141273284
0.412867070011216,0.0338665877210244,0.371875483265575,0.0281420485958884,0.0511248032498397,-0.198461681768684,0.00712018633446981,0.202539556785632,0.145571173632201,-0.191666921221587,0.107801425484052,0.209694253844349,-0.180425805487161,-0.00686367502873943,-0.447526505921183,-0.213409135602712,-0.468407830569007,0.136158966674827,641.751422973794
0.447198211835801,0.0436521265522211,0.371375098913083,0.0356889872807144,0.0977762480051437,-0.195553109235186,0.0659646414455275,0.193778764810524,0.0326191794206038,-0.204409842979292,0.00229634176774883,0.202698842843198,-0.107773091660733,0.00067057864025801,-0.447695057794854,-0.210702701265441,-0.461761571932327,0.134176353353007,280.622324288159
0.412356049097168,0.0418475038807965,0.367019463202577,0.028052810319773,0.104493968746751,-0.17473467194792,0.0864723114848278,0.191057956508764,0.0719709353330239,-0.182852315050338,0.045010747957404,0.188920754789614,-0.114523972553306,-0.00475568170305334,-0.479541990303187,-0.194916705138166,-0.49325751296526,0.107380348340529,416.767987680863
